2025-02-24 02:58:40,924 - INFO - Using device: cuda
2025-02-24 10:45:12,136 - INFO - cuda | Epoch : 1750 | score : 971.600000 | loss : 1177.89 | stage : 1 | time spent: 331.035895
2025-02-24 10:46:43,068 - INFO - cuda | Epoch : 1760 | score : 1134.800000 | loss : 341.93 | stage : 1 | time spent: 90.931457
2025-02-24 10:50:22,321 - INFO - cuda | Epoch : 1770 | score : 936.100000 | loss : 773.40 | stage : 1 | time spent: 219.253051
2025-02-24 10:52:15,536 - INFO - cuda | Epoch : 1780 | score : 1264.500000 | loss : 372.94 | stage : 1 | time spent: 113.216404
2025-02-24 10:54:20,502 - INFO - cuda | Epoch : 1790 | score : 1043.600000 | loss : 430.76 | stage : 1 | time spent: 124.965788
2025-02-24 10:56:19,006 - INFO - cuda | Epoch : 1800 | score : 1264.900000 | loss : 409.20 | stage : 1 | time spent: 118.507343
2025-02-24 10:59:50,463 - INFO - cuda | Epoch : 1810 | score : 866.100000 | loss : 727.26 | stage : 1 | time spent: 211.451826
2025-02-24 11:06:05,579 - INFO - cuda | Epoch : 1820 | score : 991.900000 | loss : 1191.18 | stage : 1 | time spent: 375.118204
2025-02-24 11:08:50,819 - INFO - cuda | Epoch : 1830 | score : 1016.600000 | loss : 703.01 | stage : 1 | time spent: 165.236729
2025-02-24 11:10:36,643 - INFO - cuda | Epoch : 1840 | score : 1134.200000 | loss : 321.89 | stage : 1 | time spent: 105.825607
2025-02-24 11:17:20,922 - INFO - cuda | Epoch : 1850 | score : 1057.500000 | loss : 1216.57 | stage : 1 | time spent: 404.278826
2025-02-24 11:22:37,712 - INFO - cuda | Epoch : 1860 | score : 1044.600000 | loss : 899.51 | stage : 1 | time spent: 316.790484
2025-02-24 11:26:22,425 - INFO - cuda | Epoch : 1870 | score : 1061.300000 | loss : 627.35 | stage : 1 | time spent: 224.713435
2025-02-24 11:27:50,625 - INFO - cuda | Epoch : 1880 | score : 879.300000 | loss : 240.02 | stage : 1 | time spent: 88.199498
2025-02-24 11:28:51,828 - INFO - cuda | Epoch : 1890 | score : 982.200000 | loss : 288.89 | stage : 1 | time spent: 61.202185
2025-02-24 11:30:17,572 - INFO - cuda | Epoch : 1900 | score : 1318.300000 | loss : 425.80 | stage : 1 | time spent: 85.744149
2025-02-24 11:31:52,955 - INFO - cuda | Epoch : 1910 | score : 1047.700000 | loss : 476.41 | stage : 1 | time spent: 95.381998
2025-02-24 11:33:11,121 - INFO - cuda | Epoch : 1920 | score : 1102.400000 | loss : 389.54 | stage : 1 | time spent: 78.166853
2025-02-24 11:35:37,260 - INFO - cuda | Epoch : 1930 | score : 1146.000000 | loss : 760.12 | stage : 1 | time spent: 146.139356
2025-02-24 11:37:02,232 - INFO - cuda | Epoch : 1940 | score : 1082.600000 | loss : 323.12 | stage : 1 | time spent: 84.974050
2025-02-24 11:40:23,978 - INFO - cuda | Epoch : 1950 | score : 1001.500000 | loss : 661.64 | stage : 1 | time spent: 201.745956
2025-02-24 11:46:19,908 - INFO - cuda | Epoch : 1960 | score : 1144.900000 | loss : 1075.33 | stage : 1 | time spent: 355.929117
2025-02-24 11:49:38,442 - INFO - cuda | Epoch : 1970 | score : 1135.700000 | loss : 552.41 | stage : 1 | time spent: 198.534851
2025-02-24 11:54:29,721 - INFO - cuda | Epoch : 1980 | score : 1259.300000 | loss : 798.47 | stage : 1 | time spent: 291.278344
2025-02-24 11:56:27,350 - INFO - cuda | Epoch : 1990 | score : 1108.900000 | loss : 346.04 | stage : 1 | time spent: 117.629368
